issue_id,record_status,review_status,waiver_enabled,waiver_name,review_comment,owner,review_date,tag,severity,goal,module,file,line,hierarchy,object,statement,description,violation,source_report,waiver_user,waiver_timestamp,filter_json,fields_json
RegInputOutput-ML_e55a10453428,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,481,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_BD_MODE_EOD,                        nxt_st = r_cur_st;,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:449,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""481"", ""Statement"": ""nxt_st = r_cur_st;"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_BD_MODE_EOD""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:449"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""481"", ""Statement"": ""                        nxt_st = r_cur_st;"", ""Signal"": ""I_BD_MODE_EOD"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_4e79df563e96,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,550,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_START,            if (I_BD_MODE_EN | ~I_START),Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:444,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""550"", ""Statement"": ""if (I_BD_MODE_EN | ~I_START)"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_START""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:444"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""550"", ""Statement"": ""            if (I_BD_MODE_EN | ~I_START)"", ""Signal"": ""I_START"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_7bc6b886629c,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,550,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_BD_MODE_EN,            if (I_BD_MODE_EN | ~I_START),Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:447,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""550"", ""Statement"": ""if (I_BD_MODE_EN | ~I_START)"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_BD_MODE_EN""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:447"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""550"", ""Statement"": ""            if (I_BD_MODE_EN | ~I_START)"", ""Signal"": ""I_BD_MODE_EN"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_293fba0c7452,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,632,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_IV,assign w_xts_sector_iv =  I_IV[31:0] + r_tweak_sector_r;,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:446,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""632"", ""Statement"": ""assign w_xts_sector_iv = I_IV[31:0] + r_tweak_sector_r;"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_IV""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:446"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""632"", ""Statement"": ""assign w_xts_sector_iv =  I_IV[31:0] + r_tweak_sector_r;"", ""Signal"": ""I_IV"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_127264dea6d9,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,635,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_DATA_BYTE_LEN,assign O_SREADY = (I_AES_MODE == AES_CFB_MODE) ? ((!I_AES_ENC_DEC_MODE) ? ((r_cur_st == ST_PROCESS_DATA) && r_enc_in_ready[selected_cluster] && w_cfb_enc_ready && ~w_early_stop) :,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:450,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""635"", ""Statement"": ""assign O_SREADY = (I_AES_MODE == AES_CFB_MODE) ? ((!I_AES_ENC_DEC_MODE) ? ((r_cur_st == ST_PROCESS_DATA) && r_enc_in_ready[selected_cluster] && w_cfb_enc_ready && ~w_early_stop) :"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_DATA_BYTE_LEN""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:450"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""635"", ""Statement"": ""assign O_SREADY = (I_AES_MODE == AES_CFB_MODE) ? ((!I_AES_ENC_DEC_MODE) ? ((r_cur_st == ST_PROCESS_DATA) && r_enc_in_ready[selected_cluster] && w_cfb_enc_ready && ~w_early_stop) :"", ""Signal"": ""I_DATA_BYTE_LEN"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_fe05a43bf992,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,1093,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_SVALID,                if ((r_cfb_sbyte_ctr == DATA_BYTE_LEN) && I_SVALID && O_SREADY),Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:452,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1093"", ""Statement"": ""if ((r_cfb_sbyte_ctr == DATA_BYTE_LEN) && I_SVALID && O_SREADY)"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_SVALID""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:452"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1093"", ""Statement"": ""                if ((r_cfb_sbyte_ctr == DATA_BYTE_LEN) && I_SVALID && O_SREADY)"", ""Signal"": ""I_SVALID"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_5b665b54b8f0,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,1664,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,I_SDATA,                    if (w_start_aes_pulse),Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:451,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1664"", ""Statement"": ""if (w_start_aes_pulse)"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Signal"": ""I_SDATA""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:451"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1664"", ""Statement"": ""                    if (w_start_aes_pulse)"", ""Signal"": ""I_SDATA"", ""Module"": ""AES_CORE_dev"", ""DesignObjHierarchy"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}"
RegInputOutput-ML_3845fa88b733,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v,73,BOS_AESDMA,SFR_RD2_HS_MCSRD[1:0],"ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)",Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:691,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""73"", ""Statement"": ""ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""SFR_RD2_HS_MCSRD[1:0]""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:691"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""73"", ""Statement"": ""ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)"", ""Signal"": ""SFR_RD2_HS_MCSRD[1:0]"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_d66c843870cd,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v,73,BOS_AESDMA,SFR_RD2_HS_MCSWR[1:0],"ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)",Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:721,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""73"", ""Statement"": ""ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""SFR_RD2_HS_MCSWR[1:0]""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:721"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""73"", ""Statement"": ""ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1 u_mem (.DOUT(DOUT), .CK(CK), .REN(REN), .WEN(WEN), .RA(RA), .WA(WA), .DI(DI), .MCSRD(MCSRD), .MCSWR(MCSWR)"", ""Signal"": ""SFR_RD2_HS_MCSWR[1:0]"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_d0e3b3475fd9,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v,77,BOS_AESDMA,SFR_RD2_HS_ADME[2:0],"		,.ADME(ADME)",Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:698,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""77"", ""Statement"": "",.ADME(ADME)"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""SFR_RD2_HS_ADME[2:0]""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:698"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/DK/imem/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1/ln04lpa_a00_mc_rd2rs_hsr_lvt_32x138m2b1c1_wrapper.v"", ""LineNumber"": ""77"", ""Statement"": ""\t\t,.ADME(ADME)"", ""Signal"": ""SFR_RD2_HS_ADME[2:0]"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_c31832ef05a7,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v,953,BOS_AESDMA,AESDMA_AXI4_MI0_BRESP[1:0],        r_intsr_bresp_err_info <= I_INTSR_BRESP_ERR_INFO;,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:716,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v"", ""LineNumber"": ""953"", ""Statement"": ""r_intsr_bresp_err_info <= I_INTSR_BRESP_ERR_INFO;"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""AESDMA_AXI4_MI0_BRESP[1:0]""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:716"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v"", ""LineNumber"": ""953"", ""Statement"": ""        r_intsr_bresp_err_info <= I_INTSR_BRESP_ERR_INFO;"", ""Signal"": ""AESDMA_AXI4_MI0_BRESP[1:0]"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_f85e603fe48a,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v,966,BOS_AESDMA,AESDMA_AXI4_MI0_RRESP[1:0],        r_intsr_rresp_err_info <= I_INTSR_RRESP_ERR_INFO;,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:714,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v"", ""LineNumber"": ""966"", ""Statement"": ""r_intsr_rresp_err_info <= I_INTSR_RRESP_ERR_INFO;"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""AESDMA_AXI4_MI0_RRESP[1:0]""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:714"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SFR.v"", ""LineNumber"": ""966"", ""Statement"": ""        r_intsr_rresp_err_info <= I_INTSR_RRESP_ERR_INFO;"", ""Signal"": ""AESDMA_AXI4_MI0_RRESP[1:0]"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_e2594c3a28dc,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v,111,BOS_AESDMA,AESDMA_AXI4_MI0_ARREADY,    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:5,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""assign O_MVALID = ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""AESDMA_AXI4_MI0_ARREADY""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:5"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""Signal"": ""AESDMA_AXI4_MI0_ARREADY"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_ef9a41af3b31,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v,111,BOS_AESDMA,AESDMA_AXI4_MI0_AWREADY,    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:9,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""assign O_MVALID = ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""AESDMA_AXI4_MI0_AWREADY""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:9"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""Signal"": ""AESDMA_AXI4_MI0_AWREADY"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
RegInputOutput-ML_9abc8573b25a,ACTIVE,UNREVIEWED,no,,,,,RegInputOutput-ML,,BOS_LINT_RULE,BOS_AESDMA,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v,111,BOS_AESDMA,AESDMA_AXI4_MI0_WREADY,    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));,Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]'],Lint:12,full,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""BOS_AESDMA"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""assign O_MVALID = ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""DesignObjHierarchy"": ""BOS_AESDMA"", ""Signal"": ""AESDMA_AXI4_MI0_WREADY""}","{""Tag"": ""RegInputOutput-ML"", ""Description"": ""Port '[Signal]' is not registered [Hierarchy: '[DesignObjHierarchy]']"", ""Violation"": ""Lint:12"", ""Goal"": ""BOS_LINT_RULE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_SYNC_FIFO_REG.v"", ""LineNumber"": ""111"", ""Statement"": ""    assign O_MVALID  =   ~((w_cnt == r_cnt) & (r_ex_cnt == w_ex_cnt));"", ""Signal"": ""AESDMA_AXI4_MI0_WREADY"", ""Module"": ""BOS_AESDMA"", ""DesignObjHierarchy"": ""BOS_AESDMA""}"
