issue_id,record_status,review_status,waiver_enabled,waiver_name,review_comment,owner,review_date,tag,severity,goal,module,file,line,hierarchy,object,statement,description,violation,source_report,waiver_user,waiver_timestamp,filter_json,fields_json
DeadCode-ML_3a66f0d939c6,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_BD,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_BD.v,418,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_BD,,        if (~I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:739,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_BD"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_BD.v"", ""LineNumber"": ""418"", ""Statement"": ""if (~I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_BD""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:739"", ""Module"": ""AESDMA_BD"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_BD"", ""Statement"": ""        if (~I_RESETN) begin"", ""LineRange"": ""418-421"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_BD.v"", ""LineNumber"": ""418"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_e84cae0edf25,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DATAGEN,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DATAGEN.v,301,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DATAGEN,,    if (!I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:740,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DATAGEN"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DATAGEN.v"", ""LineNumber"": ""301"", ""Statement"": ""if (!I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DATAGEN""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:740"", ""Module"": ""AESDMA_DATAGEN"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DATAGEN"", ""Statement"": ""    if (!I_RESETN) begin"", ""LineRange"": ""301-303"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DATAGEN.v"", ""LineNumber"": ""301"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_7fbcfb987ea2,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DOORBELL,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v,172,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL,,                    if (i == r_last_active_bd_num) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:741,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DOORBELL"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""172"", ""Statement"": ""if (i == r_last_active_bd_num) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:741"", ""Module"": ""AESDMA_DOORBELL"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL"", ""Statement"": ""                    if (i == r_last_active_bd_num) begin"", ""LineRange"": ""172-174"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""172"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_4061be3b213d,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DOORBELL,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v,184,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL,,                    if (i == r_last_active_bd_num) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:742,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DOORBELL"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""184"", ""Statement"": ""if (i == r_last_active_bd_num) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:742"", ""Module"": ""AESDMA_DOORBELL"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL"", ""Statement"": ""                    if (i == r_last_active_bd_num) begin"", ""LineRange"": ""184-186"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""184"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_37ccad7cafff,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DOORBELL,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v,193,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL,,                    if (i == r_last_active_bd_num) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:743,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DOORBELL"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""193"", ""Statement"": ""if (i == r_last_active_bd_num) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:743"", ""Module"": ""AESDMA_DOORBELL"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL"", ""Statement"": ""                    if (i == r_last_active_bd_num) begin"", ""LineRange"": ""193-195"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""193"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_5355615cf12e,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DOORBELL,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v,201,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL,,                if (i == r_last_active_bd_num) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:744,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DOORBELL"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""201"", ""Statement"": ""if (i == r_last_active_bd_num) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:744"", ""Module"": ""AESDMA_DOORBELL"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL"", ""Statement"": ""                if (i == r_last_active_bd_num) begin"", ""LineRange"": ""201-203"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""201"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_f4b3854a503a,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_DOORBELL,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v,305,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL,,            end else begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:745,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_DOORBELL"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""305"", ""Statement"": ""end else begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:745"", ""Module"": ""AESDMA_DOORBELL"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_DOORBELL"", ""Statement"": ""            end else begin"", ""LineRange"": ""305-307"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_DOORBELL.v"", ""LineNumber"": ""305"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_515337bfea90,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_RDCORE,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RDCORE.sv,239,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RDCORE,,    if (~I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:746,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_RDCORE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RDCORE.sv"", ""LineNumber"": ""239"", ""Statement"": ""if (~I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RDCORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:746"", ""Module"": ""AESDMA_RDCORE"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RDCORE"", ""Statement"": ""    if (~I_RESETN) begin"", ""LineRange"": ""239-241"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RDCORE.sv"", ""LineNumber"": ""239"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_097ffa5f22ec,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_RD_DESC,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RD_DESC.sv,142,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RD_DESC,,    if (~I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:747,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_RD_DESC"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RD_DESC.sv"", ""LineNumber"": ""142"", ""Statement"": ""if (~I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RD_DESC""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:747"", ""Module"": ""AESDMA_RD_DESC"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_RD_DESC"", ""Statement"": ""    if (~I_RESETN) begin"", ""LineRange"": ""142-144"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_RD_DESC.sv"", ""LineNumber"": ""142"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_51ab66d6b498,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_WRCORE,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv,255,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE,,    if (~I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:748,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_WRCORE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""255"", ""Statement"": ""if (~I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:748"", ""Module"": ""AESDMA_WRCORE"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE"", ""Statement"": ""    if (~I_RESETN) begin"", ""LineRange"": ""255-259"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""255"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_14a921a01cb4,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_WRCORE,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv,390,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE,,    if (~I_RESETN) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:749,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_WRCORE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""390"", ""Statement"": ""if (~I_RESETN) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:749"", ""Module"": ""AESDMA_WRCORE"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE"", ""Statement"": ""    if (~I_RESETN) begin"", ""LineRange"": ""390-394"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""390"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_6817476ffd8b,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AESDMA_WRCORE,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv,752,u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE,,                        if(O_WrBCntZero) begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:750,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AESDMA_WRCORE"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""752"", ""Statement"": ""if(O_WrBCntZero) begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:750"", ""Module"": ""AESDMA_WRCORE"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AESDMA_WRCORE"", ""Statement"": ""                        if(O_WrBCntZero) begin"", ""LineRange"": ""752-755"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AESDMA_CORE/AESDMA_WRCORE.sv"", ""LineNumber"": ""752"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_1763cba8fabb,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,434,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                    nxt_st = ST_PROCESS_AAD;,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:763,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""434"", ""Statement"": ""nxt_st = ST_PROCESS_AAD;"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:763"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                    nxt_st = ST_PROCESS_AAD;"", ""LineRange"": ""434-434"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""434"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_4eb385741c5b,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,436,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                    nxt_st = ST_PROCESS_DATA;,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:764,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""436"", ""Statement"": ""nxt_st = ST_PROCESS_DATA;"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:764"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                    nxt_st = ST_PROCESS_DATA;"", ""LineRange"": ""436-436"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""436"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_fcc27bcb35f3,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,438,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                nxt_st = r_cur_st;,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:765,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""438"", ""Statement"": ""nxt_st = r_cur_st;"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:765"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                nxt_st = r_cur_st;"", ""LineRange"": ""438-438"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""438"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_9f84acebc779,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,464,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                            nxt_st = ST_WAIT_UNTIL_LAST_CCM_ENC;,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:766,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""464"", ""Statement"": ""nxt_st = ST_WAIT_UNTIL_LAST_CCM_ENC;"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:766"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                            nxt_st = ST_WAIT_UNTIL_LAST_CCM_ENC;"", ""LineRange"": ""464-464"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""464"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_320417ba96fc,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,1046,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                    r_ccm_ctr_valid_ctr <= 'b0;,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:751,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1046"", ""Statement"": ""r_ccm_ctr_valid_ctr <= 'b0;"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:751"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                    r_ccm_ctr_valid_ctr <= 'b0;"", ""LineRange"": ""1046-1046"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1046"", ""Goal"": ""BOS_LINT_RULE""}"
DeadCode-ML_8a1be6df56cf,WAIVED,WAIVED,yes,DeadCode-ML_740,Dead Code LINT warning,,,DeadCode-ML,,BOS_LINT_RULE,AES_CORE_dev,/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v,1047,u_AESDMA_TOP.u_aesdma_top.u_AES_CORE,,                else begin,Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable.,Lint:752,waived,,,"{""Goal"": ""BOS_LINT_RULE"", ""Module"": ""AES_CORE_dev"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1047"", ""Statement"": ""else begin"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE""}","{""Tag"": ""DeadCode-ML"", ""Description"": ""Dead code exists as the block in file '[FileName]' at line(s) '[LineRange]' is not reachable."", ""Violation"": ""Lint:752"", ""Module"": ""AES_CORE_dev"", ""HIERARCHY"": ""u_AESDMA_TOP.u_aesdma_top.u_AES_CORE"", ""Statement"": ""                else begin"", ""LineRange"": ""1047-1051"", ""FileName"": ""/storage/project/atlas/design/user/pnson/ATLAS_WORKING/IP/AESDMA/RTL/AES_CORE/AES_CORE_dev.v"", ""LineNumber"": ""1047"", ""Goal"": ""BOS_LINT_RULE""}"
